lemma,inflection_type,inflected_form,stem,reduplicated_form,subject,object,mood,number,diminutive,locative
nagadan,1s - 0s - ind,ninagadaan,/nagad-/,nanagadan,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
nagadan,3s - 0s - ind,onagadaan,/nagad-/,nanagadan,third_person_singular,singular_inanimate,independent,,FALSE,FALSE
nagadan,3s - 0 - conj,nagadang,/nagad-/,nanagadan,third_person_singular,inanimate_number_not_shown,conjunct,,FALSE,FALSE
nagadan,3s - 0 - ch-conj,negadang,/nagad-/,nanagadan,third_person_singular,inanimate_number_not_shown,changed_conjunct,,FALSE,FALSE
nagadan,2s - 0 - imp,nagadan,/nagad-/,nanagadan,second_person_singular,inanimate_number_not_shown,imperative,,FALSE,FALSE
gashki'o,1s - ind,ingashki',/gashki'o-/,,first_person_singular,,independent,,FALSE,FALSE
gashki'o,1s - ind,ningashki',/gashki'o-/,,first_person_singular,,independent,,FALSE,FALSE
gashki'o,1s - ind,nigashki',/gashki'o-/,,first_person_singular,,independent,,FALSE,FALSE
gashki'o,3s - ind,gashki'o,/gashki'o-/,,third_person_singular,,independent,,FALSE,FALSE
gashki'o,3s - conj,gashki'od,/gashki'o-/,,third_person_singular,,conjunct,,FALSE,FALSE
gashki'o,3s - ch-conj,geshki'od,/gashki'o-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
boozi,1s - ind,imbooz,/boozi-/,baaboozi,first_person_singular,,independent,,FALSE,FALSE
boozi,1s - ind,nimbooz,/boozi-/,baaboozi,first_person_singular,,independent,,FALSE,FALSE
boozi,1s - ind,nibooz,/boozi-/,baaboozi,first_person_singular,,independent,,FALSE,FALSE
boozi,3s - ind,boozi,/boozi-/,baaboozi,third_person_singular,,independent,,FALSE,FALSE
boozi,3s - conj,boozid,/boozi-/,baaboozi,third_person_singular,,conjunct,,FALSE,FALSE
boozi,3s - ch-conj,bwaazid,/boozi-/,baaboozi,third_person_singular,,changed_conjunct,,FALSE,FALSE
babaa-,ch-conj,bebaa-,,,,,changed_conjunct,,FALSE,FALSE
memindage,,memindage,,,,,,,FALSE,FALSE
memindage,,memindage go,,,,,,,FALSE,FALSE
miniiwaabide,1s - ind,niminiiwaabide,/miniiwaabide-/,,first_person_singular,,independent,,FALSE,FALSE
miniiwaabide,3s - ind,miniiwaabide,/miniiwaabide-/,,third_person_singular,,independent,,FALSE,FALSE
miniiwaabide,3s - conj,miniiwaabided,/miniiwaabide-/,,third_person_singular,,conjunct,,FALSE,FALSE
miniiwaabide,3s - ch-conj,meniiwaabided,/miniiwaabide-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
apiitendi,1s - ind,indapiitend,/apiitendi-/,ayaapiitendi,first_person_singular,,independent,,FALSE,FALSE
apiitendi,1s - ind,nindapiitend,/apiitendi-/,ayaapiitendi,first_person_singular,,independent,,FALSE,FALSE
apiitendi,1s - ind,nidapiitend,/apiitendi-/,ayaapiitendi,first_person_singular,,independent,,FALSE,FALSE
apiitendi,3s - ind,apiitendi,/apiitendi-/,ayaapiitendi,third_person_singular,,independent,,FALSE,FALSE
apiitendi,3s - conj,apiitendid,/apiitendi-/,ayaapiitendi,third_person_singular,,conjunct,,FALSE,FALSE
apiitendi,3s - ch-conj,epiitendid,/apiitendi-/,ayaapiitendi,third_person_singular,,changed_conjunct,,FALSE,FALSE
aabiinjitoon,1s - 0s - ind,niyaabiinjitoon,/aabiinjit-/,,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
aabiinjitoon,3s - 0s - ind,oyaabiinjitoon,/aabiinjit-/,,third_person_singular,singular_inanimate,independent,,FALSE,FALSE
aabiinjitoon,3s - 0 - conj,aabiinjitood,/aabiinjit-/,,third_person_singular,inanimate_number_not_shown,conjunct,,FALSE,FALSE
aabiinjitoon,3s - 0 - ch-conj,ayaabiinjitood,/aabiinjit-/,,third_person_singular,inanimate_number_not_shown,changed_conjunct,,FALSE,FALSE
aabiinjitoon,2s - 0 - imp,aabiinjitoon,/aabiinjit-/,,second_person_singular,inanimate_number_not_shown,imperative,,FALSE,FALSE
aabiinjitoon,2s - 0 - imp prohib,gego aabiinjitooken,/aabiinjit-/,,second_person_singular,inanimate_number_not_shown,prohibitive_imperative,,FALSE,FALSE
odaapin,1s - 3s - ind,indoodaapinaa,/odaapin-/,wawidaapin,first_person_singular,third_person_singular,independent,,FALSE,FALSE
odaapin,1s - 3s - ind,nindoodaapinaa,/odaapin-/,wawidaapin,first_person_singular,third_person_singular,independent,,FALSE,FALSE
odaapin,1s - 3s - ind,nidoodaapinaa,/odaapin-/,wawidaapin,first_person_singular,third_person_singular,independent,,FALSE,FALSE
odaapin,3s - 0s - ind,odoodaapinaan,/odaapin-/,wawidaapin,third_person_singular,singular_inanimate,independent,,FALSE,FALSE
odaapin,3s - 3' - conj,odaapinaad,/odaapin-/,wawidaapin,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
odaapin,3s - 3' - ch-conj,wedaapinaad,/odaapin-/,wawidaapin,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
odaapin,2s - 3 - imp,odaapin,/odaapin-/,wawidaapin,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
niiwanishin,1s - ind,niniiwanishin,/niiwanishin-/,,first_person_singular,,independent,,FALSE,FALSE
niiwanishin,3s - ind,niiwanishin,/niiwanishin-/,,third_person_singular,,independent,,FALSE,FALSE
niiwanishin,3s - conj,niiwanishing,/niiwanishin-/,,third_person_singular,,conjunct,,FALSE,FALSE
niiwanishin,3s - ch-conj,naawanishing,/niiwanishin-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
zhaabowe,1s - ind,inzhaabowe,/zhaabowe-/,,first_person_singular,,independent,,FALSE,FALSE
zhaabowe,1s - ind,ninzhaabowe,/zhaabowe-/,,first_person_singular,,independent,,FALSE,FALSE
zhaabowe,1s - ind,nizhaabowe,/zhaabowe-/,,first_person_singular,,independent,,FALSE,FALSE
zhaabowe,3s - ind,zhaabowe,/zhaabowe-/,,third_person_singular,,independent,,FALSE,FALSE
zhaabowe,3s - conj,zhaabowed,/zhaabowe-/,,third_person_singular,,conjunct,,FALSE,FALSE
zhaabowe,3s - ch-conj,zhayaabowed,/zhaabowe-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
wiijiiw,1s - 3s - ind,niwiijiiwaa,/wiijiiw-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
wiijiiw,3s - 1s - ind,niwiijiiwig,/wiijiiw-/,,third_person_singular,first_person_singular,independent,,FALSE,FALSE
wiijiiw,2s - 1s - ind,giwiijiiw,/wiijiiw-/,,second_person_singular,first_person_singular,independent,,FALSE,FALSE
wiijiiw,1s - 2s - ind,giwiijiiwin,/wiijiiw-/,,first_person_singular,second_person_singular,independent,,FALSE,FALSE
wiijiiw,3s - 3' - ind,owiijiiwaan,/wiijiiw-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
wiijiiw,3s - 3' - conj,wiijiiwaad,/wiijiiw-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
wiijiiw,3s - 3' - ch-conj,waajiiwaad,/wiijiiw-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
wiijiiw,2s - 3 - imp,wiijiiw,/wiijiiw-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
wiijiiw,2s - 1s - imp,wiijiiwishin,/wiijiiw-/,,second_person_singular,first_person_singular,imperative,,FALSE,FALSE
wiijiiw,2s - 3 - imp prohib,gego wiijiiwaaken,/wiijiiw-/,,second_person_singular,third_person_number_not_shown,prohibitive_imperative,,FALSE,FALSE
gashki'ewizi,1s - ind,ingashki'ewiz,/gashki'ewizi-/,,first_person_singular,,independent,,FALSE,FALSE
gashki'ewizi,1s - ind,ningashki'ewiz,/gashki'ewizi-/,,first_person_singular,,independent,,FALSE,FALSE
gashki'ewizi,1s - ind,nigashki'ewiz,/gashki'ewizi-/,,first_person_singular,,independent,,FALSE,FALSE
gashki'ewizi,3s - ind,gashki'ewizi,/gashki'ewizi-/,,third_person_singular,,independent,,FALSE,FALSE
gashki'ewizi,3s - conj,gashki'ewizid,/gashki'ewizi-/,,third_person_singular,,conjunct,,FALSE,FALSE
gashki'ewizi,3s - ch-conj,geshki'ewizid,/gashki'ewizi-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
asigibii'igewinini,sg,asigibii'igewinini,/asigibii'igewininiw-/,,,,,singular,FALSE,FALSE
asigibii'igewinini,pl,asigibii'igewininiwag,/asigibii'igewininiw-/,,,,,plural,FALSE,FALSE
anaamim,1s - 3s - ind,indanaamimaa,/anaamim-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
anaamim,1s - 3s - ind,nindanaamimaa,/anaamim-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
anaamim,1s - 3s - ind,nidanaamimaa,/anaamim-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
anaamim,3s - 3' - ind,odanaamimaan,/anaamim-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
anaamim,3s - 3' - conj,anaamimaad,/anaamim-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
anaamim,3s - 3' - ch-conj,enaamimaad,/anaamim-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
anaamim,2s - 3 - imp,anaamim,/anaamim-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
bezhigoobii'igan,sg,bezhigoobii'igan,/bezhigoobii'igan-/,,,,,singular,FALSE,FALSE
bezhigoobii'igan,pl,bezhigoobii'iganag,/bezhigoobii'igan-/,,,,,plural,FALSE,FALSE
dewizi,1s - ind,indewiz,/dewizi-/,dedewizi,first_person_singular,,independent,,FALSE,FALSE
dewizi,1s - ind,nindewiz,/dewizi-/,dedewizi,first_person_singular,,independent,,FALSE,FALSE
dewizi,1s - ind,nidewiz,/dewizi-/,dedewizi,first_person_singular,,independent,,FALSE,FALSE
dewizi,3s - ind,dewizi,/dewizi-/,dedewizi,third_person_singular,,independent,,FALSE,FALSE
dewizi,3s - conj,dewizid,/dewizi-/,dedewizi,third_person_singular,,conjunct,,FALSE,FALSE
dewizi,3s - ch-conj,dayewizid,/dewizi-/,dedewizi,third_person_singular,,changed_conjunct,,FALSE,FALSE
moosewiingwe,1s - ind,nimoosewiingwe,/moosewiingwe-/,,first_person_singular,,independent,,FALSE,FALSE
moosewiingwe,3s - ind,moosewiingwe,/moosewiingwe-/,,third_person_singular,,independent,,FALSE,FALSE
moosewiingwe,3s - conj,moosewiingwed,/moosewiingwe-/,,third_person_singular,,conjunct,,FALSE,FALSE
moosewiingwe,3s - ch-conj,mwaasewiingwed,/moosewiingwe-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
mitigomin,sg,mitigomin,/mitigomin-/,,,,,singular,FALSE,FALSE
mitigomin,pl,mitigominan,/mitigomin-/,,,,,plural,FALSE,FALSE
mitigomin,dim,mitigominens,/mitigomin-/,,,,,,TRUE,FALSE
mitigomin,loc,mitigomining,/mitigomin-/,,,,,,FALSE,TRUE
nagadenim,1s - 3s - ind,ninagadenimaa,/nagadenim-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
nagadenim,3s - 3' - ind,onagadenimaan,/nagadenim-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
nagadenim,3s - 3' - conj,nagadenimaad,/nagadenim-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
nagadenim,3s - 3' - ch-conj,negadenimaad,/nagadenim-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
nagadenim,2s - 3 - imp,nagadenim,/nagadenim-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
gashkichige,1s - ind,ingashkichige,/gashkichige-/,,first_person_singular,,independent,,FALSE,FALSE
gashkichige,1s - ind,ningashkichige,/gashkichige-/,,first_person_singular,,independent,,FALSE,FALSE
gashkichige,1s - ind,nigashkichige,/gashkichige-/,,first_person_singular,,independent,,FALSE,FALSE
gashkichige,3s - ind,gashkichige,/gashkichige-/,,third_person_singular,,independent,,FALSE,FALSE
gashkichige,3s - conj,gashkichiged,/gashkichige-/,,third_person_singular,,conjunct,,FALSE,FALSE
gashkichige,3s - ch-conj,geshkichiged,/gashkichige-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
aakomaagwad,0s - ind,aakomaagwad,/aakomaagwad-/,,singular_inanimate,,independent,,FALSE,FALSE
aakomaagwad,0s - conj,aakomaagwak,/aakomaagwad-/,,singular_inanimate,,conjunct,,FALSE,FALSE
aakomaagwad,0s - ch-conj,ayaakomaagwak,/aakomaagwad-/,,singular_inanimate,,changed_conjunct,,FALSE,FALSE
aazhogewidoon,1s - 0s - ind,indaazhogewidoon,/aazhogewid-/,,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
aazhogewidoon,1s - 0s - ind,nindaazhogewidoon,/aazhogewid-/,,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
aazhogewidoon,1s - 0s - ind,nidaazhogewidoon,/aazhogewid-/,,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
aazhogewidoon,1s - ind,niyaazhogewidoon,/aazhogewid-/,,first_person_singular,,independent,,FALSE,FALSE
aazhogewidoon,3s - 0s - ind,odaazhogewidoon,/aazhogewid-/,,third_person_singular,singular_inanimate,independent,,FALSE,FALSE
aazhogewidoon,3s - 0 - conj,aazhogewidood,/aazhogewid-/,,third_person_singular,inanimate_number_not_shown,conjunct,,FALSE,FALSE
aazhogewidoon,3s - 0 - ch-conj,ayaazhogewidood,/aazhogewid-/,,third_person_singular,inanimate_number_not_shown,changed_conjunct,,FALSE,FALSE
aazhogewidoon,2s - 0 - imp,aazhogewidoon,/aazhogewid-/,,second_person_singular,inanimate_number_not_shown,imperative,,FALSE,FALSE
asigagindaaso,1s - ind,indasigagindaas,/asigagindaaso-/,,first_person_singular,,independent,,FALSE,FALSE
asigagindaaso,1s - ind,nindasigagindaas,/asigagindaaso-/,,first_person_singular,,independent,,FALSE,FALSE
asigagindaaso,1s - ind,nidasigagindaas,/asigagindaaso-/,,first_person_singular,,independent,,FALSE,FALSE
asigagindaaso,3s - ind,asigagindaaso,/asigagindaaso-/,,third_person_singular,,independent,,FALSE,FALSE
asigagindaaso,3s - conj,asigagindaasod,/asigagindaaso-/,,third_person_singular,,conjunct,,FALSE,FALSE
asigagindaaso,3s - ch-conj,esigagindaasod,/asigagindaaso-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
dagon,1s - 3s - ind,indagonaa,/dagon-/,dadagon,first_person_singular,third_person_singular,independent,,FALSE,FALSE
dagon,1s - 3s - ind,nindagonaa,/dagon-/,dadagon,first_person_singular,third_person_singular,independent,,FALSE,FALSE
dagon,1s - 3s - ind,nidagonaa,/dagon-/,dadagon,first_person_singular,third_person_singular,independent,,FALSE,FALSE
dagon,3s - 3' - ind,odagonaan,/dagon-/,dadagon,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
dagon,3s - 3' - conj,dagonaad,/dagon-/,dadagon,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
dagon,3s - 3' - ch-conj,degonaad,/dagon-/,dadagon,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
dagon,2s - 3 - imp,dagon,/dagon-/,dadagon,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
ganoozh,1s - 3s - ind,inganoonaa,/ganooN-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
ganoozh,1s - 3s - ind,ninganoonaa,/ganooN-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
ganoozh,1s - 3s - ind,nganoonaa,/ganooN-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
ganoozh,3s - 3' - ind,oganoonaan,/ganooN-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
ganoozh,3s - 3' - conj,ganoonaad,/ganooN-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
ganoozh,3s - 3' - ch-conj,genoonaad,/ganooN-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
ganoozh,2s - 3 - imp,ganoozh,/ganooN-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
agoke,0s - ind,agoke,/agoke-/,ayagoke,singular_inanimate,,independent,,FALSE,FALSE
agoke,0s - conj,agokeg,/agoke-/,ayagoke,singular_inanimate,,conjunct,,FALSE,FALSE
agoke,0s - ch-conj,egokeg,/agoke-/,ayagoke,singular_inanimate,,changed_conjunct,,FALSE,FALSE
agoke,0s - aug - ind,agokemagad,/agoke-/,ayagoke,singular_inanimate,,independent,,FALSE,FALSE
agokiwasiganeyaab,sg,agokiwasiganeyaab,/agokiwasiganeyaaby-/,,,,,singular,FALSE,FALSE
agokiwasiganeyaab,pl,agokiwasiganeyaabiin,/agokiwasiganeyaaby-/,,,,,plural,FALSE,FALSE
ogimaawigamig,sg,ogimaawigamig,/ogimaawigamigw-/,,,,,singular,FALSE,FALSE
ogimaawigamig,pl,ogimaawigamigoon,/ogimaawigamigw-/,,,,,plural,FALSE,FALSE
ogimaawigamig,dim,ogimaawigamigoons,/ogimaawigamigw-/,,,,,,TRUE,FALSE
ogimaawigamig,loc,ogimaawigamigong,/ogimaawigamigw-/,,,,,,FALSE,TRUE
minwaabamewizi,1s - ind,niminwaabamewiz,/minwaabamewizi-/,,first_person_singular,,independent,,FALSE,FALSE
minwaabamewizi,3s - ind,minwaabamewizi,/minwaabamewizi-/,,third_person_singular,,independent,,FALSE,FALSE
minwaabamewizi,3s - conj,minwaabamewizid,/minwaabamewizi-/,,third_person_singular,,conjunct,,FALSE,FALSE
minwaabamewizi,3s - ch-conj,menwaabamewizid,/minwaabamewizi-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
oshkiniigii,1s - ind,indooshkiniigii,/oshkiniigii-/,,first_person_singular,,independent,,FALSE,FALSE
oshkiniigii,1s - ind,nindooshkiniigii,/oshkiniigii-/,,first_person_singular,,independent,,FALSE,FALSE
oshkiniigii,1s - ind,nidooshkiniigii,/oshkiniigii-/,,first_person_singular,,independent,,FALSE,FALSE
oshkiniigii,3s - ind,oshkiniigii,/oshkiniigii-/,,third_person_singular,,independent,,FALSE,FALSE
oshkiniigii,3s - conj,oshkiniigiid,/oshkiniigii-/,,third_person_singular,,conjunct,,FALSE,FALSE
oshkiniigii,3s - ch-conj,weshkiniigiid,/oshkiniigii-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
bami',1s - 3s - ind,imbami'aa,/bami'-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
bami',1s - 3s - ind,nimbami'aa,/bami'-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
bami',1s - 3s - ind,nibami'aa,/bami'-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
bami',3s - 3' - ind,obami'aan,/bami'-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
bami',3s - 3' - conj,bami'aad,/bami'-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
bami',3s - 3' - ch-conj,bemi'aad,/bami'-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
bami',2s - 3 - imp,bami',/bami'-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
gichi-aya'aa,sg,gichi-aya'aa,/gichi-aya'aaw-/,,,,,singular,FALSE,FALSE
gichi-aya'aa,pl,gichi-aya'aag,/gichi-aya'aaw-/,,,,,plural,FALSE,FALSE
giizhaa,,giizhaa,,,,,,,FALSE,FALSE
miigaadenim,1s - 3s - ind,nimiigaadenimaa,/miigaadenim-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
miigaadenim,3s - 1s - ind,nimiigaadenimig,/miigaadenim-/,,third_person_singular,first_person_singular,independent,,FALSE,FALSE
miigaadenim,3s - 3' - ind,omiigaadenimaan,/miigaadenim-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
miigaadenim,3s - 3' - conj,miigaadenimaad,/miigaadenim-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
miigaadenim,3s - 3' - ch-conj,maagaadenimaad,/miigaadenim-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
miigaadenim,2s - 3 - imp,miigaadenim,/miigaadenim-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
gotaaji,1s - ind,ingotaaj,/gotaaji-/,gagotaaji,first_person_singular,,independent,,FALSE,FALSE
gotaaji,1s - ind,ningotaaj,/gotaaji-/,gagotaaji,first_person_singular,,independent,,FALSE,FALSE
gotaaji,1s - ind,nigotaaj,/gotaaji-/,gagotaaji,first_person_singular,,independent,,FALSE,FALSE
gotaaji,3s - ind,gotaaji,/gotaaji-/,gagotaaji,third_person_singular,,independent,,FALSE,FALSE
gotaaji,3s - conj,gotaajid,/gotaaji-/,gagotaaji,third_person_singular,,conjunct,,FALSE,FALSE
gotaaji,3s - ch-conj,gwetaajid,/gotaaji-/,gagotaaji,third_person_singular,,changed_conjunct,,FALSE,FALSE
makadewiiyaas,sg,makadewiiyaas,/makadewiiyaas-/,,,,,singular,FALSE,FALSE
makadewiiyaas,pl,makadewiiyaasag,/makadewiiyaas-/,,,,,plural,FALSE,FALSE
ishkwaa-naawakwe,0s - ind,ishkwaa-naawakwe,/ishkwaa-naawakwe-/,,singular_inanimate,,independent,,FALSE,FALSE
ishkwaa-naawakwe,0s - conj,ishkwaa-naawakweg,/ishkwaa-naawakwe-/,,singular_inanimate,,conjunct,,FALSE,FALSE
ishkwaa-naawakwe,0s - ch-conj,eshkwaa-naawakweg,/ishkwaa-naawakwe-/,,singular_inanimate,,changed_conjunct,,FALSE,FALSE
ishkwaa-naawakwe,0s - ind - aug,ishkwaa-naawakwemagad,/ishkwaa-naawakwe-/,,singular_inanimate,,independent,,FALSE,FALSE
miinawaa,,miinawaa,,,,,,,FALSE,FALSE
aaswaakogaabawi,1s - ind,niyaaswaakogaabaw,/aaswaakogaabawi-/,aayaaswaakogaabawi,first_person_singular,,independent,,FALSE,FALSE
aaswaakogaabawi,3s - ind,aaswaakogaabawi,/aaswaakogaabawi-/,aayaaswaakogaabawi,third_person_singular,,independent,,FALSE,FALSE
aaswaakogaabawi,3s - conj,aaswaakogaabawid,/aaswaakogaabawi-/,aayaaswaakogaabawi,third_person_singular,,conjunct,,FALSE,FALSE
wiijigim,1s - 3s - ind,niwiijigimaa,/wiijigim-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
wiijigim,3s - 3' - ind,owiijigimaan,/wiijigim-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
wiijigim,3s - 3' - conj,wiijigimaad,/wiijigim-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
wiijigim,3s - 3' - ch-conj,waajigimaad,/wiijigim-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
gitizi,3s - ind,gitizi,/gitizi-/,,third_person_singular,,independent,,FALSE,FALSE
gitizi,3s - conj,gitizid,/gitizi-/,,third_person_singular,,conjunct,,FALSE,FALSE
gitizi,3s - ch-conj,getizid,/gitizi-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
wajepii,1s - ind,niwajepii,/wajepii-/,,first_person_singular,,independent,,FALSE,FALSE
wajepii,3s - ind,wajepii,/wajepii-/,,third_person_singular,,independent,,FALSE,FALSE
wajepii,3s - conj,wajepiid,/wajepii-/,,third_person_singular,,conjunct,,FALSE,FALSE
wajepii,3s - ch-conj,wejepiid,/wajepii-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
mamaazikaa,1s - ind,nimamaazikaa,/mamaazikaa-/,,first_person_singular,,independent,,FALSE,FALSE
mamaazikaa,3s - ind,mamaazikaa,/mamaazikaa-/,,third_person_singular,,independent,,FALSE,FALSE
mamaazikaa,3s - conj,mamaazikaad,/mamaazikaa-/,,third_person_singular,,conjunct,,FALSE,FALSE
mamaazikaa,3s - ch-conj,memaazikaad,/mamaazikaa-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
mewinzha,,mewinzha,,,,,,,FALSE,FALSE
mewinzha,,mewinzha go,,,,,,,FALSE,FALSE
debwetaw,1s - 3s - ind,indebwetawaa,/debwetaw-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
debwetaw,1s - 3s - ind,nindebwetawaa,/debwetaw-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
debwetaw,1s - 3s - ind,nidebwetawaa,/debwetaw-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
debwetaw,3s - 3' - ind,odebwetawaan,/debwetaw-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
debwetaw,3s - 3' - conj,debwetawaad,/debwetaw-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
debwetaw,3s - 3' - ch-conj,dayebwetawaad,/debwetaw-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
debwetaw,2s - 3 - imp,debwetaw,/debwetaw-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
minwendaagozi,1s - ind,niminwendaagoz,/minwendaagozi-/,maminwendaagozi,first_person_singular,,independent,,FALSE,FALSE
minwendaagozi,2s - ind,giminwendaagoz,/minwendaagozi-/,maminwendaagozi,second_person_singular,,independent,,FALSE,FALSE
minwendaagozi,3s - ind,minwendaagozi,/minwendaagozi-/,maminwendaagozi,third_person_singular,,independent,,FALSE,FALSE
minwendaagozi,3p - ind,minwendaagoziwag,/minwendaagozi-/,maminwendaagozi,3p,,independent,,FALSE,FALSE
minwendaagozi,3s - conj,minwendaagozid,/minwendaagozi-/,maminwendaagozi,third_person_singular,,conjunct,,FALSE,FALSE
minwendaagozi,3s - ch-conj,menwendaagozid,/minwendaagozi-/,maminwendaagozi,third_person_singular,,changed_conjunct,,FALSE,FALSE
minwendaagozi,3p - part,menwendaagozijig,/minwendaagozi-/,maminwendaagozi,3p,,participle,,FALSE,FALSE
niigaan,,niigaan,,,,,,,FALSE,FALSE
zhigweyaabi,1s - ind,inzhigweyaab,/zhigweyaabi-/,,first_person_singular,,independent,,FALSE,FALSE
zhigweyaabi,1s - ind,ninzhigweyaab,/zhigweyaabi-/,,first_person_singular,,independent,,FALSE,FALSE
zhigweyaabi,1s - ind,nizhigweyaab,/zhigweyaabi-/,,first_person_singular,,independent,,FALSE,FALSE
zhigweyaabi,3s - ind,zhigweyaabi,/zhigweyaabi-/,,third_person_singular,,independent,,FALSE,FALSE
zhigweyaabi,3s - conj,zhigweyaabid,/zhigweyaabi-/,,third_person_singular,,conjunct,,FALSE,FALSE
zhigweyaabi,3s - ch-conj,zhegweyaabid,/zhigweyaabi-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
boodaajii'igan,sg,boodaajii'igan,/boodaajii'igan-/,,,,,singular,FALSE,FALSE
boodaajii'igan,pl,boodaajii'iganan,/boodaajii'igan-/,,,,,plural,FALSE,FALSE
boodaajii'igan,dim,boodaajii'igaans,/boodaajii'igan-/,,,,,,TRUE,FALSE
boodaajii'igan,loc,boodaajii'iganing,/boodaajii'igan-/,,,,,,FALSE,TRUE
bemisemagak,sg,bemisemagak,,,,,,singular,FALSE,FALSE
bemisemagak,pl,bemisemagakin,,,,,,plural,FALSE,FALSE
endazhi-booniimagak,,endazhi-booniimagakin,,,,,,,FALSE,FALSE
zegim,1s - 3s - ind,inzegimaa,/zegim-/,zesegim,first_person_singular,third_person_singular,independent,,FALSE,FALSE
zegim,1s - 3s - ind,ninzegimaa,/zegim-/,zesegim,first_person_singular,third_person_singular,independent,,FALSE,FALSE
