lemma,inflection_type,inflected_form,stem,reduplicated_form,subject,object,mood,number,diminutive,locative
ishkwaagamizige,3s - ch-conj,eshkwaagamiziged,/ishkwaagamizige-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
biskitenaagan,sg,biskitenaagan,/biskitenaagan-/,,,,,singular,FALSE,FALSE
biskitenaagan,pl,biskitenaaganan,/biskitenaagan-/,,,,,plural,FALSE,FALSE
biskitenaagan,dim,biskitenaagaans,/biskitenaagan-/,,,,,,TRUE,FALSE
biskitenaagan,dim,biskitenaaganens,/biskitenaagan-/,,,,,,TRUE,FALSE
biskitenaagan,loc,biskitenaaganing,/biskitenaagan-/,,,,,,FALSE,TRUE
iskigamiziganaak,sg,iskigamiziganaak,/iskigamiziganaakw-/,,,,,singular,FALSE,FALSE
iskigamiziganaak,pl,iskigamiziganaakoon,/iskigamiziganaakw-/,,,,,plural,FALSE,FALSE
iskigamiziganaak,dim,iskigamiziganaakoons,/iskigamiziganaakw-/,,,,,,TRUE,FALSE
iskigamiziganaak,loc,iskigamiziganaakong,/iskigamiziganaakw-/,,,,,,FALSE,TRUE
iskigamizigewigamig,sg,iskigamizigewigamig,/iskigamizigewigamigw-/,,,,,singular,FALSE,FALSE
iskigamizigewigamig,pl,iskigamizigewigamigoon,/iskigamizigewigamigw-/,,,,,plural,FALSE,FALSE
iskigamizigewigamig,dim,iskigamizigewigamigoons,/iskigamizigewigamigw-/,,,,,,TRUE,FALSE
iskigamizigewigamig,loc,iskigamizigewigamigong,/iskigamizigewigamigw-/,,,,,,FALSE,TRUE
iskigamiziganaatig,sg,iskigamiziganaatig,/iskigamiziganaatigw-/,,,,,singular,FALSE,FALSE
iskigamiziganaatig,pl,iskigamiziganaatigoon,/iskigamiziganaatigw-/,,,,,plural,FALSE,FALSE
iskigamiziganaatig,dim,iskigamiziganaatigoons,/iskigamiziganaatigw-/,,,,,,TRUE,FALSE
iskigamiziganaatig,loc,iskigamiziganaatigong,/iskigamiziganaatigw-/,,,,,,FALSE,TRUE
zenibaawegin,sg,zenibaawegin,/zenibaaweginw-/,,,,,singular,FALSE,FALSE
zenibaawegin,pl,zenibaaweginoon,/zenibaaweginw-/,,,,,plural,FALSE,FALSE
zenibaawegin,dim,zenibaaweginoons,/zenibaaweginw-/,,,,,,TRUE,FALSE
zenibaawegin,loc,zenibaaweginong,/zenibaaweginw-/,,,,,,FALSE,TRUE
debizi,1s - ind,indebiz,/debizi-/,,first_person_singular,,independent,,FALSE,FALSE
debizi,1s - ind,nindebiz,/debizi-/,,first_person_singular,,independent,,FALSE,FALSE
debizi,1s - ind,nidebiz,/debizi-/,,first_person_singular,,independent,,FALSE,FALSE
debizi,3s - ind,debizi,/debizi-/,,third_person_singular,,independent,,FALSE,FALSE
debizi,3s - conj,debizid,/debizi-/,,third_person_singular,,conjunct,,FALSE,FALSE
debizi,3s - ch-conj,dayebizid,/debizi-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
debi',1s - 3s - ind,indebi'aa,/debi'-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
debi',1s - 3s - ind,nindebi'aa,/debi'-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
debi',1s - 3s - ind,nidebi'aa,/debi'-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
debi',3s - 3' - ind,odebi'aan,/debi'-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
debi',3s - 3' - conj,debi'aad,/debi'-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
debi',3s - 3' - ch-conj,dayebi'aad,/debi'-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
debi',2s - 3 - imp,debi',/debi'-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
zhaabwaabaawadoon,1s - 0s - ind,ninzhaabwaabaawadoon,/zhaabwaabaawad-/,,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
zhaabwaabaawadoon,3s - 0s - ind,ozhaabwaabaawadoon,/zhaabwaabaawad-/,,third_person_singular,singular_inanimate,independent,,FALSE,FALSE
zhaabwaabaawadoon,3s - 0 - conj,zhaabwaabaawadood,/zhaabwaabaawad-/,,third_person_singular,inanimate_number_not_shown,conjunct,,FALSE,FALSE
zhaabwaabaawadoon,3s - 0 - ch-conj,zhayaabwaabaawadood,/zhaabwaabaawad-/,,third_person_singular,inanimate_number_not_shown,changed_conjunct,,FALSE,FALSE
zhaabwaabaawadoon,2s - 0 - imp,zhaabwaabaawadoon,/zhaabwaabaawad-/,,second_person_singular,inanimate_number_not_shown,imperative,,FALSE,FALSE
zhaabobii,0s - ind,zhaabobii,/zhaabobii-/,,singular_inanimate,,independent,,FALSE,FALSE
zhaabobii,0s - conj,zhaabobiig,/zhaabobii-/,,singular_inanimate,,conjunct,,FALSE,FALSE
zhaabobii,0s - ch-conj,zhayaabobiig,/zhaabobii-/,,singular_inanimate,,changed_conjunct,,FALSE,FALSE
zhaabobii,0s - aug - ind,zhaabobiimagad,/zhaabobii-/,,singular_inanimate,,independent,,FALSE,FALSE
giziibiigisaginige-giizhigad,0s - ind,giziibiigisaginige-giizhigad,/giziibiigisaginige-giizhigad-/,,singular_inanimate,,independent,,FALSE,FALSE
giziibiigisaginige-giizhigad,0s - conj,giziibiigisaginige-giizhigak,/giziibiigisaginige-giizhigad-/,,singular_inanimate,,conjunct,,FALSE,FALSE
giziibiigisaginige-giizhigad,0s - ch-conj,geziibiigisaginige-giizhigak,/giziibiigisaginige-giizhigad-/,,singular_inanimate,,changed_conjunct,,FALSE,FALSE
zagaanowenigewakik,sg,zagaanowenigewakik,/zagaanowenigewakikw-/,,,,,singular,FALSE,FALSE
zagaanowenigewakik,pl,zagaanowenigewakikoog,/zagaanowenigewakikw-/,,,,,plural,FALSE,FALSE
zagaanowenigewakik,loc,zagaanowenigewakikong,/zagaanowenigewakikw-/,,,,,,FALSE,TRUE
zagaanowenigewakik,dim,zagaanowenigewakikoons,/zagaanowenigewakikw-/,,,,,,TRUE,FALSE
desinaagaans,sg,desinaagaans,/desinaagaans-/,,,,,singular,FALSE,FALSE
desinaagaans,pl,desinaagaansan,/desinaagaans-/,,,,,plural,FALSE,FALSE
desinaagaans,loc,desinaagaansing,/desinaagaans-/,,,,,,FALSE,TRUE
zhagashkaanaamikwesi,sg,zhagashkaanaamikwesi,/zhagashkaanaamikwesiw-/,,,,,singular,FALSE,FALSE
zhagashkaanaamikwesi,pl,zhagashkaanaamikwesiwag,/zhagashkaanaamikwesiw-/,,,,,plural,FALSE,FALSE
onagizhiins,sg,onagizhiins,/onagizhiins-/,,,,,singular,FALSE,FALSE
onagizhiins,pl,onagizhiinsan,/onagizhiins-/,,,,,plural,FALSE,FALSE
bimaaji',1s - 3s - ind,imbimaaji'aa,/bimaaji'-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
bimaaji',1s - 3s - ind,nimbimaaji'aa,/bimaaji'-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
bimaaji',1s - 3s - ind,nibimaaji'aa,/bimaaji'-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
bimaaji',3s - 3' - ind,obimaaji'aan,/bimaaji'-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
bimaaji',3s - 3' - conj,bimaaji'aad,/bimaaji'-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
bimaaji',3s - 3' - ch-conj,bemaaji'aad,/bimaaji'-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
bimaaji',2s - 3 - imp,bimaaji',/bimaaji'-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
ishkon,1s - 3s - ind,indishkonaa,/ishkon-/,ayishkonan,first_person_singular,third_person_singular,independent,,FALSE,FALSE
ishkon,1s - 3s - ind,nindishkonaa,/ishkon-/,ayishkonan,first_person_singular,third_person_singular,independent,,FALSE,FALSE
ishkon,1s - 3s - ind,nidishkonaa,/ishkon-/,ayishkonan,first_person_singular,third_person_singular,independent,,FALSE,FALSE
ishkon,3s - 3' - ind,odishkonaan,/ishkon-/,ayishkonan,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
ishkon,3s - 3' - conj,ishkonaad,/ishkon-/,ayishkonan,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
ishkon,3s - 3' - ch-conj,eshkonaad,/ishkon-/,ayishkonan,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
ishkon,2s - 3 - imp,ishkon,/ishkon-/,ayishkonan,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
daashkiboojigan,sg,daashkiboojigan,/daashkiboojigan-/,,,,,singular,FALSE,FALSE
daashkiboojigan,pl,daashkiboojiganag,/daashkiboojigan-/,,,,,plural,FALSE,FALSE
daashkiboojigan,dim,daashkiboojigaans,/daashkiboojigan-/,,,,,,TRUE,FALSE
daashkiboojigan,loc,daashkiboojiganing,/daashkiboojigan-/,,,,,,FALSE,TRUE
jaagiboodoon,1s - 0s - ind,ninjaagiboodoon,/jaagibood-/,,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
jaagiboodoon,3s - 0s - ind,ojaagiboodoon,/jaagibood-/,,third_person_singular,singular_inanimate,independent,,FALSE,FALSE
jaagiboodoon,3s - 0 - conj,jaagiboodood,/jaagibood-/,,third_person_singular,inanimate_number_not_shown,conjunct,,FALSE,FALSE
jaagiboodoon,2s - 0 - imp,jaagiboodoon,/jaagibood-/,,second_person_singular,inanimate_number_not_shown,imperative,,FALSE,FALSE
daashkiboojigan,sg,daashkiboojigan,/daashkiboojigan-/,,,,,singular,FALSE,FALSE
daashkiboojigan,pl,daashkiboojiganag,/daashkiboojigan-/,,,,,plural,FALSE,FALSE
daashkiboojigan,dim,daashkiboojigaans,/daashkiboojigan-/,,,,,,TRUE,FALSE
daashkiboojigan,loc,daashkiboojiganing,/daashkiboojigan-/,,,,,,FALSE,TRUE
biiwiboojigan,sg,biiwiboojigan,/biiwiboojigan-/,,,,,singular,FALSE,FALSE
gikinootaw,1s - 3s - ind,ingikinootawaa,/gikinootaw-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
gikinootaw,1s - 3s - ind,ningikinootawaa,/gikinootaw-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
gikinootaw,1s - 3s - ind,nigikinootawaa,/gikinootaw-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
gikinootaw,3s - 3' - ind,ogikinootawaan,/gikinootaw-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
gikinootaw,3s - 3' - conj,gikinootawaad,/gikinootaw-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
gikinootaw,3s - 3' - ch-conj,gekinootawaad,/gikinootaw-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
gikinootaw,2s - 3 - imp,gikinootaw,/gikinootaw-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
omigii,1s - ind,indoomigii,/omigii-/,wawomigii,first_person_singular,,independent,,FALSE,FALSE
omigii,1s - ind,nindoomigii,/omigii-/,wawomigii,first_person_singular,,independent,,FALSE,FALSE
omigii,1s - ind,nidoomigii,/omigii-/,wawomigii,first_person_singular,,independent,,FALSE,FALSE
omigii,3s - ind,omigii,/omigii-/,wawomigii,third_person_singular,,independent,,FALSE,FALSE
omigii,3s - conj,omigiid,/omigii-/,wawomigii,third_person_singular,,conjunct,,FALSE,FALSE
omigii,3s - ch-conj,wemigiid,/omigii-/,wawomigii,third_person_singular,,changed_conjunct,,FALSE,FALSE
bashkobiis,1s - 3s - ind,nibashkobiiswaa,/bashkobiisw-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
bashkobiis,3s - 3' - ind,obashkobiiswaan,/bashkobiisw-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
bashkobiis,3s - 3' - conj,bashkobiiswaad,/bashkobiisw-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
bashkobiis,3s - 3' - ch-conj,beshkobiiswaad,/bashkobiisw-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
bashkobiis,2s - imp,bashkobiis,/bashkobiisw-/,,second_person_singular,,imperative,,FALSE,FALSE
dibaabiishkoojigan,sg,dibaabiishkoojigan,/dibaabiishkoojigan-/,,,,,singular,FALSE,FALSE
dibaabiishkoojigan,pl,dibaabiishkoojiganan,/dibaabiishkoojigan-/,,,,,plural,FALSE,FALSE
dibaabiishkoojigan,dim,dibaabiishkoojigaans,/dibaabiishkoojigan-/,,,,,,TRUE,FALSE
dibaabiishkoojigan,loc,dibaabiishkoojiganing,/dibaabiishkoojigan-/,,,,,,FALSE,TRUE
diba'aatigwe,1s - ind,indiba'aatigwe,/diba'aatigwe-/,,first_person_singular,,independent,,FALSE,FALSE
diba'aatigwe,1s - ind,nindiba'aatigwe,/diba'aatigwe-/,,first_person_singular,,independent,,FALSE,FALSE
diba'aatigwe,1s - ind,nidiba'aatigwe,/diba'aatigwe-/,,first_person_singular,,independent,,FALSE,FALSE
diba'aatigwe,3s - ind,diba'aatigwe,/diba'aatigwe-/,,third_person_singular,,independent,,FALSE,FALSE
diba'aatigwe,3s - conj,diba'aatigwed,/diba'aatigwe-/,,third_person_singular,,conjunct,,FALSE,FALSE
diba'aatigwe,3s - ch-conj,deba'aatigwed,/diba'aatigwe-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
onaga'ayan,obv,onaga'ayan,/=naga'ay-/,,,,,,FALSE,FALSE
onaga'ayan,obv,onaga'ayan,/=naga'ay-/,,,,,singular,FALSE,FALSE
onaga'ayan,obv - pl,onaga'aya',/=naga'ay-/,,,,,plural,FALSE,FALSE
jiiga'e,1s - ind,injiiga'e,/jiiga'e-/,,first_person_singular,,independent,,FALSE,FALSE
jiiga'e,1s - ind,ninjiiga'e,/jiiga'e-/,,first_person_singular,,independent,,FALSE,FALSE
jiiga'e,1s - ind,nijiiga'e,/jiiga'e-/,,first_person_singular,,independent,,FALSE,FALSE
jiiga'e,3s - ind,jiiga'e,/jiiga'e-/,,third_person_singular,,independent,,FALSE,FALSE
jiiga'e,3s - conj,jiiga'ed,/jiiga'e-/,,third_person_singular,,conjunct,,FALSE,FALSE
jiiga'e,3s - ch-conj,jaaga'ed,/jiiga'e-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
wiinishagaandibe,1s - ind,niwiinishagaandibe,/wiinishagaandibe-/,,first_person_singular,,independent,,FALSE,FALSE
wiinishagaandibe,3s - ind,wiinishagaandibe,/wiinishagaandibe-/,,third_person_singular,,independent,,FALSE,FALSE
wiinishagaandibe,3s - conj,wiinishagaandibed,/wiinishagaandibe-/,,third_person_singular,,conjunct,,FALSE,FALSE
wiinishagaandibe,3s - ch-conj,waanishagaandibed,/wiinishagaandibe-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
giipanagekozi,3s - ind,giipanagekozi,/giipanagekozi-/,,third_person_singular,,independent,,FALSE,FALSE
giipanagekozi,3s - conj,giipanagekozid,/giipanagekozi-/,,third_person_singular,,conjunct,,FALSE,FALSE
agongos,sg,agongos,/agongos-/,,,,,singular,FALSE,FALSE
agongos,pl,agongosag,/agongos-/,,,,,plural,FALSE,FALSE
agongos,dim,agongosens,/agongos-/,,,,,,TRUE,FALSE
indiniigan,sg,indiniigan,/=diniigan-/,,,,,singular,FALSE,FALSE
indiniigan,pl,indiniiganan,/=diniigan-/,,,,,plural,FALSE,FALSE
ojiishizi,1s - ind,nindoojiishiz,/ojiishizi-/,,first_person_singular,,independent,,FALSE,FALSE
ojiishizi,3s - ind,ojiishizi,/ojiishizi-/,,third_person_singular,,independent,,FALSE,FALSE
ojiishizi,3s - conj,ojiishizid,/ojiishizi-/,,third_person_singular,,conjunct,,FALSE,FALSE
ojiishizi,3s - ch-conj,wejiishizid,/ojiishizi-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
zegi',1s - 3s - ind,inzegi'aa,/zegi'-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
zegi',1s - 3s - ind,ninzegi'aa,/zegi'-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
zegi',1s - 3s - ind,nizegi'aa,/zegi'-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
zegi',3s - 3' - ind,ozegi'aan,/zegi'-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
zegi',3s - 3' - conj,zegi'aad,/zegi'-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
zegi',3s - 3' - ch-conj,zayegi'aad,/zegi'-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
zegi',2s - 3 - imp,zegi',/zegi'-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
zegizi,1s - ind,inzegiz,/zegizi-/,,first_person_singular,,independent,,FALSE,FALSE
zegizi,1s - ind,ninzegiz,/zegizi-/,,first_person_singular,,independent,,FALSE,FALSE
zegizi,1s - ind,nizegiz,/zegizi-/,,first_person_singular,,independent,,FALSE,FALSE
zegizi,3s - ind,zegizi,/zegizi-/,,third_person_singular,,independent,,FALSE,FALSE
zegizi,3s - conj,zegizid,/zegizi-/,,third_person_singular,,conjunct,,FALSE,FALSE
zegizi,3s - ch-conj,zayegizid,/zegizi-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
giizhoopizon,sg,giizhoopizon,/giizhoopizon-/,,,,,singular,FALSE,FALSE
giizhoopizon,pl,giizhoopizonag,/giizhoopizon-/,,,,,plural,FALSE,FALSE
giizhoopizon,dim,giizhoopizonens,/giizhoopizon-/,,,,,,TRUE,FALSE
giizhoopizon,loc,giizhoopizoning,/giizhoopizon-/,,,,,,FALSE,TRUE
biiwise,0s - ind,biiwise,/biiwise-/,,singular_inanimate,,independent,,FALSE,FALSE
biiwise,0s - conj,biiwiseg,/biiwise-/,,singular_inanimate,,conjunct,,FALSE,FALSE
biiwise,0s - ch-conj,baawiseg,/biiwise-/,,singular_inanimate,,changed_conjunct,,FALSE,FALSE
biiwise,0s - ind - aug,biiwisemagad,/biiwise-/,,singular_inanimate,,independent,,FALSE,FALSE
biiwishim,1s - 3s - ind,nibiiwishimaa,/biiwishim-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
biiwishim,3s - 3' - ind,obiiwishimaan,/biiwishim-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
biiwishim,3s - 3' - conj,biiwishimaad,/biiwishim-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
biiwishim,3s - 3' - ch-conj,baawishimaad,/biiwishim-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
biiwishim,2s - 3 - imp,biiwishim,/biiwishim-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
gikinoo'amaadiiwigamig,sg,gikinoo'amaadiiwigamig,/gikinoo'amaadiiwigamigw-/,,,,,singular,FALSE,FALSE
gikinoo'amaadiiwigamig,pl,gikinoo'amaadiiwigamigoon,/gikinoo'amaadiiwigamigw-/,,,,,plural,FALSE,FALSE
gikinoo'amaadiiwigamig,dim,gikinoo'amaadiiwigamigoons,/gikinoo'amaadiiwigamigw-/,,,,,,TRUE,FALSE
gikinoo'amaadiiwigamig,loc,gikinoo'amaadiiwigamigong,/gikinoo'amaadiiwigamigw-/,,,,,,FALSE,TRUE
boodawewinini,sg,boodawewinini,/boodawewininiw-/,,,,,singular,FALSE,FALSE
boodawewinini,pl,boodawewininiwag,/boodawewininiw-/,,,,,plural,FALSE,FALSE
boodawewinini,dim,boodawewininiins,/boodawewininiw-/,,,,,,TRUE,FALSE
gichi-gikinoo'amaagewikwe,sg,gichi-gikinoo'amaagewikwe,/gichi-gikinoo'amaagewikwew-/,,,,,singular,FALSE,FALSE
gichi-gikinoo'amaagewikwe,pl,gichi-gikinoo'amaagewikweg,/gichi-gikinoo'amaagewikwew-/,,,,,plural,FALSE,FALSE
gikinoo'amaadii-mazina'igan,sg,gikinoo'amaadii-mazina'igan,/gikinoo'amaadii-mazina'igan-/,,,,,singular,FALSE,FALSE
gikinoo'amaadii-mazina'igan,pl,gikinoo'amaadii-mazina'iganan,/gikinoo'amaadii-mazina'igan-/,,,,,plural,FALSE,FALSE
gikinoo'amaadii-mazina'igan,dim,gikinoo'amaadii-mazina'igaans,/gikinoo'amaadii-mazina'igan-/,,,,,,TRUE,FALSE
gikinoo'amaadii-mazina'igan,loc,gikinoo'amaadii-mazina'iganing,/gikinoo'amaadii-mazina'igan-/,,,,,,FALSE,TRUE
moozhwaagan,sg,moozhwaagan,/moozhwaagan-/,,,,,singular,FALSE,FALSE
moozhwaagan,pl,moozhwaaganan,/moozhwaagan-/,,,,,plural,FALSE,FALSE
moozhwaagan,dim,moozhwaagaans,/moozhwaagan-/,,,,,,TRUE,FALSE
moozhwaagan,dim,moozhwaaganens,/moozhwaagan-/,,,,,,TRUE,FALSE
moozhwaagan,pej,moozhwaaganish,/moozhwaagan-/,,,,,,FALSE,FALSE
moozhwaagan,loc,moozhwaaganing,/moozhwaagan-/,,,,,,FALSE,TRUE
naniibikim,1s - 3s - ind,ninaniibikimaa,/naniibikim-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
naniibikim,3s - 3' - ind,onaniibikimaan,/naniibikim-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
naniibikim,3s - 3' - conj,naniibikimaad,/naniibikim-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
naniibikim,3s - 3' - ch-conj,neniibikimaad,/naniibikim-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
naniibikim,2s - 3 - imp,naniibikim,/naniibikim-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
gwaaba'waagan,sg,gwaaba'waagan,/gwaaba'waagan-/,,,,,singular,FALSE,FALSE
gwaaba'waagan,pl,gwaaba'waaganag,/gwaaba'waagan-/,,,,,plural,FALSE,FALSE
gwaaba'waagan,loc,gwaaba'waaganing,/gwaaba'waagan-/,,,,,,FALSE,TRUE
gwaaba',1s - 3s - ind,ingwaaba'waa,/gwaaba'w-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
gwaaba',1s - 3s - ind,ningwaaba'waa,/gwaaba'w-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
gwaaba',1s - 3s - ind,nigwaaba'waa,/gwaaba'w-/,,first_person_singular,third_person_singular,independent,,FALSE,FALSE
gwaaba',3s - 3' - ind,ogwaaba'waan,/gwaaba'w-/,,third_person_singular,third_person_obviative,independent,,FALSE,FALSE
gwaaba',3s - 3' - conj,gwaaba'waad,/gwaaba'w-/,,third_person_singular,third_person_obviative,conjunct,,FALSE,FALSE
gwaaba',3s - 3' - ch-conj,gwayaaba'waad,/gwaaba'w-/,,third_person_singular,third_person_obviative,changed_conjunct,,FALSE,FALSE
gwaaba',2s - 3 - imp,gwaaba',/gwaaba'w-/,,second_person_singular,third_person_number_not_shown,imperative,,FALSE,FALSE
gabenaage,1s - ind,ingabenaage,/gabenaage-/,gagabenaage,first_person_singular,,independent,,FALSE,FALSE
gabenaage,1s - ind,ningabenaage,/gabenaage-/,gagabenaage,first_person_singular,,independent,,FALSE,FALSE
gabenaage,1s - ind,nigabenaage,/gabenaage-/,gagabenaage,first_person_singular,,independent,,FALSE,FALSE
gabenaage,3s - ind,gabenaage,/gabenaage-/,gagabenaage,third_person_singular,,independent,,FALSE,FALSE
gabenaage,3s - conj,gabenaaged,/gabenaage-/,gagabenaage,third_person_singular,,conjunct,,FALSE,FALSE
gabenaage,3s - ch-conj,gebenaaged,/gabenaage-/,gagabenaage,third_person_singular,,changed_conjunct,,FALSE,FALSE
nandawaatoo,1s - ind,ninandawaatoo,/nandawaatoo-/,,first_person_singular,,independent,,FALSE,FALSE
nandawaatoo,3s - ind,nandawaatoo,/nandawaatoo-/,,third_person_singular,,independent,,FALSE,FALSE
nandawaatoo,3s - conj,nandawaatood,/nandawaatoo-/,,third_person_singular,,conjunct,,FALSE,FALSE
nandawaatoo,3s - ch-conj,nendawaatood,/nandawaatoo-/,,third_person_singular,,changed_conjunct,,FALSE,FALSE
maada'an,1s - 0s - ind,nimaada'aan,/maada'-/,,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
maada'an,3s - 0s - ind,omaada'aan,/maada'-/,,third_person_singular,singular_inanimate,independent,,FALSE,FALSE
maada'an,3s - 0 - conj,maada'ang,/maada'-/,,third_person_singular,inanimate_number_not_shown,conjunct,,FALSE,FALSE
jiishaakwa'igan,sg,jiishaakwa'igan,/jiishaakwa'igan-/,,,,,singular,FALSE,FALSE
jiishaakwa'igan,pl,jiishaakwa'iganan,/jiishaakwa'igan-/,,,,,plural,FALSE,FALSE
baazagobidoon,1s - 0s - ind,imbaazagobidoon,/baazagobid-/,baapaazagobidoon,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
baazagobidoon,3s - 0s - ind,obaazagobidoon,/baazagobid-/,baapaazagobidoon,third_person_singular,singular_inanimate,independent,,FALSE,FALSE
baazagobidoon,3s - 0 - conj,baazagobidood,/baazagobid-/,baapaazagobidoon,third_person_singular,inanimate_number_not_shown,conjunct,,FALSE,FALSE
baazagobidoon,3s - 0 - ch-conj,bayaazagobidood,/baazagobid-/,baapaazagobidoon,third_person_singular,inanimate_number_not_shown,changed_conjunct,,FALSE,FALSE
baazagobidoon,2s - 0 - imp,baazagobidoon,/baazagobid-/,baapaazagobidoon,second_person_singular,inanimate_number_not_shown,imperative,,FALSE,FALSE
aazhikwe,1s - ind,indaazhikwe,/aazhikwe-/,aayaazhikwe,first_person_singular,,independent,,FALSE,FALSE
aazhikwe,1s - ind,nindaazhikwe,/aazhikwe-/,aayaazhikwe,first_person_singular,,independent,,FALSE,FALSE
aazhikwe,1s - ind,nidaazhikwe,/aazhikwe-/,aayaazhikwe,first_person_singular,,independent,,FALSE,FALSE
aazhikwe,3s - ind,aazhikwe,/aazhikwe-/,aayaazhikwe,third_person_singular,,independent,,FALSE,FALSE
aazhikwe,3s - conj,aazhikwed,/aazhikwe-/,aayaazhikwe,third_person_singular,,conjunct,,FALSE,FALSE
aazhikwe,3s - ch-conj,ayaazhikwed,/aazhikwe-/,aayaazhikwe,third_person_singular,,changed_conjunct,,FALSE,FALSE
gaakaabishiinh,sg,gaakaabishiinh,/gaakaabishiinhy-/,,,,,singular,FALSE,FALSE
gaakaabishiinh,pl,gaakaabishiinyag,/gaakaabishiinhy-/,,,,,plural,FALSE,FALSE
biimiskwa'igaans,sg,biimiskwa'igaans,/biimiskwa'igaans-/,,,,,singular,FALSE,FALSE
biimiskwa'igaans,pl,biimiskwa'igaansan,/biimiskwa'igaans-/,,,,,plural,FALSE,FALSE
biimiskwa'igaans,loc,biimiskwa'igaansing,/biimiskwa'igaans-/,,,,,,FALSE,TRUE
biimiskwa'an,1s - 0s - ind,imbiimiskwa'aan,/biimiskwa'-/,,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
biimiskwa'an,1s - 0s - ind,nimbiimiskwa'aan,/biimiskwa'-/,,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
biimiskwa'an,1s - 0s - ind,nibiimiskwa'aan,/biimiskwa'-/,,first_person_singular,singular_inanimate,independent,,FALSE,FALSE
biimiskwa'an,3s - 0s - ind,obiimiskwa'aan,/biimiskwa'-/,,third_person_singular,singular_inanimate,independent,,FALSE,FALSE
biimiskwa'an,3s - 0 - conj,biimiskwa'ang,/biimiskwa'-/,,third_person_singular,inanimate_number_not_shown,conjunct,,FALSE,FALSE
